Pourcentage erreur;Voisin;Dimension
26.32;11;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.64;12;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.0;13;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;14;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.0;15;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;16;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
22.04;17;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;18;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;19;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
19.41;1;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;2;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.37;3;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;4;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;5;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;6;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;7;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;8;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;9;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;10;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;11;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;12;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;13;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;14;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.33;15;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;16;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.33;17;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;18;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;19;('Taille', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;1;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.3;2;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.67;3;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
26.32;4;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.67;5;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;6;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;7;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;8;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.71;9;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.34;10;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;11;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;12;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.71;13;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
22.7;14;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;15;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;16;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;17;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;18;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;19;('Taille', 'Charge', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;1;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
27.96;2;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
24.34;3;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
26.97;4;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
27.3;5;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
26.32;6;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
26.97;7;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
27.3;8;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
21.38;9;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;10;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;11;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;12;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
22.37;13;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;14;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;15;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;16;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;17;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
24.67;18;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;19;('Taille', 'Charge', 'Flexibilite', 'Hydropathie', 'Pi')
21.05;1;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.34;2;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.68;3;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
25.33;4;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.67;5;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
25.99;6;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.01;7;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
25.0;8;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
22.04;9;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.68;10;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
22.37;11;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.36;12;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
22.7;13;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.36;14;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.03;15;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
25.33;16;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.03;17;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.68;18;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.03;19;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite')
25.99;1;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
31.91;2;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.28;3;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.61;4;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
32.24;5;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
28.62;6;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
27.63;7;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
28.62;8;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.61;9;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
30.92;10;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
31.25;11;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
30.59;12;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.61;13;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.28;14;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
28.29;15;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
26.97;16;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
26.97;17;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.33;18;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
26.64;19;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie')
21.05;1;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
24.34;2;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.33;3;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.66;4;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
24.67;5;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.99;6;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.66;7;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.66;8;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.0;9;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
24.67;10;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
23.03;11;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.33;12;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.66;13;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.99;14;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
24.67;15;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
23.03;16;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
23.68;17;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.33;18;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
25.66;19;('Taille', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Pi')
26.64;1;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
31.91;2;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
30.26;3;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
30.26;4;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
31.91;5;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
29.28;6;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
27.63;7;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
28.95;8;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
29.61;9;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
30.92;10;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
31.25;11;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
31.25;12;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
29.28;13;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
29.28;14;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
28.62;15;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
27.3;16;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
26.97;17;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
25.99;18;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
26.32;19;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie')
21.71;1;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.33;2;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
24.67;3;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.33;4;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
24.01;5;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.99;6;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.33;7;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
24.67;8;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
24.67;9;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.0;10;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.99;11;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
26.97;12;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.66;13;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
26.97;14;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.99;15;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.66;16;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.66;17;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.66;18;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
25.33;19;('Taille', 'Volume', 'Tendance helice', 'Flexibilite', 'Pi')
24.67;1;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
29.61;2;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
24.34;3;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
29.61;4;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
30.26;5;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
29.61;6;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
28.62;7;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
28.29;8;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
29.28;9;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
27.96;10;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
26.97;11;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
27.3;12;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
26.32;13;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
26.64;14;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
26.64;15;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
27.3;16;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
27.63;17;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
27.3;18;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
27.3;19;('Taille', 'Volume', 'Tendance helice', 'Hydropathie', 'Pi')
25.66;1;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
31.58;2;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.29;3;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.28;4;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
31.25;5;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.28;6;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.3;7;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.29;8;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
30.26;9;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
31.25;10;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
30.92;11;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
30.26;12;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.28;13;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.28;14;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.63;15;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.64;16;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.3;17;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.33;18;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;19;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;1;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;2;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
27.63;3;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
27.63;4;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;5;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
27.3;6;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;7;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.64;8;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;9;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;10;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;11;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;12;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.66;13;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;14;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;15;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;16;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;17;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;18;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;19;('Taille', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;1;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
28.62;2;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;3;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
29.93;4;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
30.26;5;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
30.26;6;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
28.62;7;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.63;8;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
28.95;9;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.96;10;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.63;11;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.3;12;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
26.97;13;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
26.97;14;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
26.97;15;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.3;16;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.3;17;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
26.97;18;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
26.64;19;('Taille', 'Volume', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.34;1;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
29.28;2;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;3;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
29.93;4;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
30.92;5;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
30.26;6;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
28.95;7;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
28.29;8;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
29.28;9;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
27.63;10;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
27.63;11;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
27.3;12;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
26.64;13;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
26.64;14;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
25.99;15;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
26.64;16;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
26.64;17;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
26.97;18;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
26.97;19;('Taille', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
20.39;1;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.63;2;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
22.37;3;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;4;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
21.71;5;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
22.7;6;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;7;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.0;8;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;9;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.67;10;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;11;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;12;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;13;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;14;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;15;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.32;16;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;17;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.0;18;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.67;19;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
19.08;1;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;2;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.04;3;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;4;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;5;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;6;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;7;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.01;8;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;9;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;10;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;11;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;12;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
21.71;13;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;14;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;15;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;16;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;17;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;18;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.04;19;('Taille', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
21.05;1;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;2;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.71;3;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;4;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;5;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;6;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.67;7;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;8;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.05;9;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;10;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
22.04;11;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.34;12;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;13;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;14;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
22.7;15;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;16;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;17;('Taille', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
